pollutant,date,log_transformed,monitor_n,monitor_min,monitor_max,monitor_mean,model,modeled_min,modeled_max,modeled_mean,mean_error,me_mean,msne,rmse,cor_obs_pred,cor_pred_res,data_norm_test_p,cv_res_norm_test_p
44201,2010-01-24,FALSE,9,32.583333333333336,45.333333333333336,38.49074074074074,Exp,35.821966571224436,38.82269101988884,37.35924172523457,0.08263,0.002147,0.9303,5.368,-0.7606,-0.8807,0.7660767140647959,0.8983201060773947
44201,2010-01-25,FALSE,9,22,48.833333333333336,31.91988727858293,Lin,24.69565217391304,36.37868384829199,30.1323966276612,0.617,0.01933,0.9687,9.013,-0.4423,-0.6274,0.4066761742074263,0.6278952409791796
44201,2010-01-26,FALSE,9,1.7142857142857142,47,17.986772486772487,Lin,1.7142857142857142,21.14689504929587,9.819227233524826,1.982,0.1102,1.03,12.68,0.3028,-0.1281,0.3829483551553069,0.18149802151754793
44201,2010-01-27,FALSE,9,8.916666666666666,45.875,21.874597423510465,Gau,1.004931855133158,36.3120842133555,15.523543324959899,2.22,0.1015,20.63,25.59,-0.3586,-0.903,0.21716122009898017,0.3795700464306341
44201,2010-01-28,FALSE,9,6.375,40.625,18.31210272056954,Lin,6.47650367218718,17.75351421030172,11.975247789243463,1.271,0.06939,0.9597,9.305,0.3851,-0.1274,0.3302088643988992,0.021403223103505897
44201,2010-01-29,FALSE,9,6.708333333333333,46.541666666666664,21.25113357064158,Gau,-20.111110551859525,44.0032963151619,11.363129474703138,4.751,0.2236,573.1,21.93,0.6427,-0.9234,0.23275708731357825,0.7813768138034349
44201,2010-01-30,FALSE,9,10.875,54,27.24049707602339,Gau,8.216366784941554,32.49794262071545,18.588786666866035,0.3248,0.01192,1.039,14.5,-0.5645,-0.7428,0.4513437609972261,0.4778917240363138
44201,2010-01-31,FALSE,9,6.791666666666667,49.708333333333336,22.31408382066277,Gau,5.72617278086906,22.681450752668752,11.50524338586174,1.339,0.06002,1.566,13.34,0.2594,-0.5115,0.22560218488270353,0.9354645263985546
44201,2010-02-01,FALSE,9,16.75,49.625,33.35386473429952,Gau,15.196974678699679,39.214630244971886,25.75526386944483,0.3299,0.00989,0.9232,11.85,-0.4254,-0.7099,0.9934972513842111,0.6035065827083075
44201,2010-02-02,FALSE,9,6.666666666666667,51.75,25.944444444444443,Gau,5.135668239753734,28.739383792581066,16.922806178961764,0.2394,0.009225,0.9725,15.07,-0.6142,-0.7692,0.781049751301977,0.8034512624548238
44201,2010-02-03,FALSE,9,8.26086956521739,54.125,28.51046698872786,Gau,4.750473919917466,38.87939187859347,19.17872180058282,-0.4085,-0.01433,0.932,16.12,-0.7148,-0.8326,0.9401225621949444,0.8816732694229852
44201,2010-02-04,FALSE,9,17.208333333333332,54.5,31.430555555555557,Lin,23.541666666666668,32.8562312436276,28.014723484448176,0.4897,0.01558,0.9372,11.15,-0.6287,-0.7435,0.09581122659466156,0.07993103413032226
44201,2010-02-05,FALSE,9,12.5,54,31.954106280193237,Gau,9.383987344301204,38.37958724387832,21.118760671529433,1.355,0.04239,0.8173,14.92,-0.2469,-0.6811,0.9362234149859613,0.812906718334528
44201,2010-02-06,TRUE,9,1.8325814637483102,3.9310083053392266,2.7243729191475268,Lin,6.436653102161922,15.758797268738135,11.396638133349725,7.648e-16,2.807e-16,2.152,0.6711,-1,-1,0.012614703241551747,0.7525256900156232
44201,2010-02-07,FALSE,9,7.375,49.166666666666664,21.712962962962962,Gau,7.346190718389941,24.096226910221052,13.124078589336735,1.623,0.07473,1.331,13.42,0.1335,-0.459,0.22691471968517946,0.7579553414925525
44201,2010-02-08,FALSE,9,16.916666666666668,49.208333333333336,30.64814814814815,Gau,-26.955374221195854,56.642870498850314,21.00856886835158,-0.5253,-0.01714,122700,46.91,-0.1462,-0.9845,0.45324351575963384,0.3460759520444635
44201,2010-02-09,FALSE,9,9.478260869565217,51.291666666666664,27.029991948470208,Gau,6.474574518093101,31.99975283344846,15.94647595254361,1.778,0.06578,0.7479,11.99,0.1779,-0.3991,0.6288067794665992,0.7861327427355281
44201,2010-02-10,FALSE,9,8.583333333333334,50,24.65257648953301,Gau,4.752972120816253,29.544069314696383,13.958331645086682,0.656,0.02661,0.9294,12.04,0.01126,-0.3063,0.49058140937442235,0.22112582139425216
44201,2010-02-11,FALSE,9,12.666666666666666,50.125,31.389492753623188,Gau,9.823252187418507,35.944282063211524,21.230497330906754,-0.1254,-0.003995,0.7831,11.02,-0.1891,-0.471,0.9198220484667321,0.8957683122424552
44201,2010-02-12,FALSE,9,18.583333333333332,51.791666666666664,33.73148148148148,Gau,17.275968071710057,38.614362346066606,27.20514430607709,0.2641,0.007828,0.8034,11.6,-0.6271,-0.7868,0.8913143586965241,0.5522520414465489
44201,2010-02-13,FALSE,9,21.833333333333332,54.375,39.73611111111111,Gau,-0.22367140936347596,68.64777841744598,37.579388980276384,2.855,0.07186,46.45,22.76,-0.6629,-0.9493,0.8829361611597081,0.4957866063647192
44201,2010-02-14,FALSE,9,28.125,51.833333333333336,38.19444444444444,Gau,27.363773047503805,41.29252024097475,33.2009893100784,0.4504,0.01179,0.8426,8.678,-0.4725,-0.7135,0.9470272450482614,0.9312489441348726
44201,2010-02-15,FALSE,9,13.708333333333334,54.416666666666664,34.07602339181287,Gau,12.65537220052968,38.191935032524036,25.535151876372648,0.5134,0.01507,0.7664,12.96,-0.4507,-0.6539,0.6997401586068217,0.7553277482055119
44201,2010-02-16,FALSE,9,9.875,54.083333333333336,28.72685185185185,Gau,8.657607260793998,33.136192846693646,19.622229564399216,1.304,0.04539,0.8158,13.17,-0.1389,-0.4699,0.6710737905701103,0.5991629990141075
44201,2010-02-17,FALSE,9,9.708333333333334,54.25,31.651094276094277,Gau,7.85477178607389,37.56066782847383,21.537108925629102,-0.131,-0.004138,0.7729,15.69,-0.67,-0.7914,0.9831781582540514,0.8467360293686295
44201,2010-02-18,FALSE,9,9.695652173913043,52.916666666666664,27.600442834138487,Gau,7.560098039656218,33.16530675596407,17.0012184656546,1.909,0.06918,1.429,16.03,-0.08291,-0.7037,0.4044200720814337,0.7602526548544869
44201,2010-02-19,FALSE,9,16.958333333333332,51.625,30.63425925925926,Gau,-34.80567740591948,64.73617025015355,21.74020840278064,-2.682,-0.08756,1316e3,73.76,-0.4044,-0.9929,0.14775004730472066,0.302253714213747
44201,2010-02-20,FALSE,9,18.708333333333332,52.375,28.791666666666668,Lin,18.847815658319526,33.30724913193349,25.021842490575537,0.02112,7.337e-4,2.639,10.79,-0.9867,-0.9895,0.05476208233176628,0.056364872208983105
44201,2010-02-21,FALSE,9,20.541666666666668,50.958333333333336,32.0462962962963,Lin,20.541666666666668,32.05614145290364,27.728654695357,0.6814,0.02126,1.249,8.17,0.1513,-0.05604,0.3857073909905731,0.18112159509792822
44201,2010-02-22,FALSE,9,15.833333333333334,53.75,34.041666666666664,Gau,14.259867259364718,38.080716686401956,23.60676508814425,3.06,0.08989,2.85,16.01,0.1468,-0.7323,0.8468395066351162,0.5853507437217215
44201,2010-02-23,FALSE,9,16.666666666666668,53.791666666666664,36.14351851851852,Gau,14.729881167318332,44.814975556938194,28.70786349985131,0.165,0.004565,0.721,13.42,-0.6022,-0.7571,0.9811368092378244,0.7929652849155735
44201,2010-02-24,FALSE,9,9.166666666666666,51.416666666666664,31.458333333333332,Gau,7.153023814501218,41.99680661297403,19.720764908102037,2.46,0.0782,2.231,20.06,-0.27,-0.835,0.8114672013960366,0.6050035097036678
44201,2010-02-25,FALSE,9,11.652173913043478,51.166666666666664,30.604468599033815,Gau,5.186556903812985,67.76307421602439,26.23151274597507,4.357,0.1424,16.87,27.08,-0.408,-0.9193,0.9829707525402046,0.8985036287364617
44201,2010-02-26,FALSE,9,14.75,50.166666666666664,31.30277142130689,Gau,14.319170894238308,36.08468959110555,24.55449661100377,0.6866,0.02194,0.7446,11.62,-0.3184,-0.5779,0.9103128228532515,0.6160716303699472
44201,2010-02-27,FALSE,9,13.25,57.25,32.449074074074076,Gau,11.583857618040682,37.28625820842396,23.240639360873963,0.4145,0.01277,0.9082,14.51,-0.5371,-0.7137,0.895617445234734,0.8397375282727894
44201,2010-02-28,FALSE,9,12.583333333333334,57.041666666666664,27.39351851851852,Gau,10.25119160038808,22.858763074970053,15.735877315563874,1.286,0.04695,3.177,15.17,0.3003,-0.6081,0.09719425027532182,0.9778660850952118
44201,2010-03-01,TRUE,9,2.178532444324067,4.0936498765394225,3.1386926952245973,Gau,8.34635169717136,27.442630671562515,15.824105082651204,0.05532,0.01763,0.6129,0.4523,0.3441,-0.06604,0.015386611553541235,0.8001714110514131
44201,2010-03-02,FALSE,9,12.708333333333334,56.208333333333336,33.03703703703704,Gau,11.274611949852474,37.84261215321787,25.21663130238335,0.315,0.009535,0.8335,14.73,-0.6127,-0.771,0.8256841701224915,0.913986666400269
44201,2010-03-03,FALSE,9,10.25,57.166666666666664,31.387962962962963,Gau,8.689223240050922,39.49037695993343,22.31912743841295,1.043,0.03323,0.8802,15.55,-0.3519,-0.6114,0.844112266292772,0.8519757051507679
44201,2010-03-04,FALSE,9,17.608695652173914,57.541666666666664,35.574455462327315,Gau,16.427745935006488,39.38797440809392,28.139718014489823,0.2366,0.006651,0.9479,13.23,-0.626,-0.7812,0.7721353537775952,0.9570121847130211
44201,2010-03-05,FALSE,9,19.181818181818183,59.958333333333336,38.09810057092666,Gau,18.487141270279615,38.20716076975335,26.887654530810746,0.7563,0.01985,0.83,10.35,0.4482,-0.08895,0.7276171068311617,0.36204923957058555
44201,2010-03-06,FALSE,9,23.458333333333332,61.708333333333336,40.26851851851852,Gau,-33.880834886696704,65.54322251744027,27.660192368017853,-2.61,-0.06481,28970,79.76,-0.556,-0.9934,0.8580825947419257,0.35724713738577163
44201,2010-03-07,FALSE,9,12.083333333333334,56.125,29.60185185185185,Gau,-15.403695863093091,48.042968315286274,17.554113960108754,2.985,0.1008,158.5,35.29,-0.06307,-0.9452,0.30801587340633085,0.6314235306150247
44201,2010-03-08,FALSE,9,11.916666666666666,51.291666666666664,28.608164983164983,Gau,9.87406970352255,32.08061879507892,19.213770712428598,1.76,0.06151,1.12,14.9,-0.2593,-0.734,0.6451103625939318,0.839619212586329
44201,2010-03-09,FALSE,9,26,58.416666666666664,42.59239130434783,Gau,25.9085608410043,48.78364195565802,34.823403785440746,0.8714,0.02046,1.484,16.11,-0.5178,-0.8656,0.4842609835443542,0.846500999009701
44201,2010-03-10,FALSE,9,19.208333333333332,56.416666666666664,35.424919484702095,Gau,16.757912713062286,41.507295228974044,26.325789926259024,0.2323,0.006558,1.032,12.32,-0.2381,-0.6099,0.6637259672260094,0.6652573768092489
44201,2010-03-11,FALSE,9,27.625,51.291666666666664,38.343525838091054,Gau,27.555493711390774,39.54149696671094,33.01889082426386,0.5037,0.01314,0.9508,7.213,0.01309,-0.3637,0.8694548657021204,0.37437946967256475
44201,2010-03-12,FALSE,9,29.75,59.125,42.148148148148145,Gau,23.39476790932025,48.08104441263654,34.424272153013064,1.521,0.03608,10.72,21.29,-0.3989,-0.9287,0.8568989378258535,0.6626656906532996
44201,2010-03-13,FALSE,9,21.916666666666668,57.291666666666664,37.773148148148145,Gau,20.296562543898418,46.4182704963746,32.132845744248336,-0.1156,-0.003061,0.909,12.71,-0.7532,-0.8592,0.7736735261314216,0.9225686875614837
44201,2010-03-14,FALSE,9,16.625,56.083333333333336,31.88888888888889,Gau,-21.20758696920592,56.81397141012388,20.879638869596022,2.072,0.06497,384300,19.79,0.2852,-0.8583,0.3838612051243944,0.6436108998347154
44201,2010-03-15,FALSE,9,12.333333333333334,52.208333333333336,31.38425925925926,Gau,9.900492965643487,37.301297505364815,20.76615022675528,0.7866,0.02506,0.7707,11.74,-0.01552,-0.4811,0.5111851246482371,0.6720751156810958
44201,2010-03-16,FALSE,9,15.958333333333334,61.083333333333336,37.33796296296296,Gau,14.162748957741009,43.43552034489409,28.472931215872347,0.3837,0.01028,0.8927,15.6,-0.5511,-0.745,0.9990821818808874,0.8629366866179501
44201,2010-03-17,FALSE,9,18.09090909090909,61.04347826086956,39.59826526130874,Gau,16.038233178789284,47.824825530074186,31.82212231319866,0.1285,0.003244,0.8448,15.47,-0.6703,-0.8153,0.9639194421955288,0.8713453484087149
44201,2010-03-18,FALSE,9,20.208333333333332,59.958333333333336,38.851851851851855,Gau,17.935091063150452,47.751044733163496,31.868889716249395,0.01908,4.911e-4,0.8591,13.83,-0.6854,-0.8199,0.9089167792237097,0.9836824133085689
44201,2010-03-19,FALSE,9,22.083333333333332,48.666666666666664,37.791666666666664,Gau,21.060558656706686,39.27510016181305,30.442021488261105,0.2399,0.006349,0.4818,6.683,0.09192,-0.1868,0.073038779873002585,0.1970386172444209
44201,2010-03-20,FALSE,9,22.833333333333332,51.5,36.888888888888886,Gau,22.358280675240884,43.4451392898178,31.279837971600674,0.343,0.009299,0.6353,8.96,-0.3448,-0.5543,0.8462699782972063,0.6421750957662731
44201,2010-03-21,FALSE,9,28.708333333333332,57.333333333333336,41.467592592592595,Gau,27.88276930017328,44.95445152835674,37.05950742374203,0.2378,0.005734,0.8538,10.95,-0.6586,-0.8046,0.519938919297395,0.4249516985137136
44201,2010-03-22,FALSE,9,23.333333333333332,57.78260869565217,41.69091275069536,Gau,20.48494265911065,52.86759447950128,34.21608615249479,-0.1967,-0.004718,0.9723,13.93,-0.6523,-0.8316,0.5853924336195296,0.6331540238372394
44201,2010-03-23,FALSE,9,20.041666666666668,51.833333333333336,35.21469597940186,Gau,18.46117999312972,37.63202350867027,26.309779349523748,0.6888,0.01956,0.6762,8.268,0.2593,-0.21560000000000001,0.688646941818926,0.824089517185949
44201,2010-03-24,FALSE,9,25.666666666666668,55.291666666666664,43.85766340476485,Gau,25.666666666666668,51.86801060911771,37.96340632647117,0.3722,0.008487,0.4761,9.944,-0.405,-0.5634,0.38895002639683046,0.3145667793324362
44201,2010-03-25,FALSE,9,18.041666666666668,60.916666666666664,39.14088347240521,Gau,15.282847750830886,50.570009021848776,29.337388306858756,1.481,0.03785,0.6988,15,-0.2874,-0.5896,0.9572215495916517,0.2345654081530243
44201,2010-03-26,FALSE,9,15.458333333333334,56.458333333333336,39.63425925925926,Gau,14.95087467152484,45.61943412849759,29.457708137077553,1.033,0.02607,0.5346,11.74,0.1204,-0.2178,0.5828830157454625,0.634695065843448
44201,2010-03-27,FALSE,9,28.75,51.125,41.65277777777778,Gau,27.645462683863293,44.36787814675329,35.80266154449142,0.125,0.003,0.5879,6.366,-0.2167,-0.479,0.29695674560768576,0.9187062624452198
44201,2010-03-28,FALSE,9,33.25,58.083333333333336,46.217592592592595,Gau,33.150170453707645,53.16752963372743,43.28650060557807,-0.08319,-0.0018,0.9078,11.35,-0.7506,-0.8661,0.1533254095667206,0.11418170543787386
44201,2010-03-29,FALSE,9,25.583333333333332,60.43478260869565,45.111312399355874,Gau,22.713200387197457,55.84747883244253,35.7618217451908,0.1196,0.002651,1.096,15.84,-0.5098,-0.8236,0.26766697845893866,0.6263295329579321
44201,2010-03-30,FALSE,9,29.333333333333332,57.916666666666664,43.06944444444444,Gau,27.566850952209823,49.46118529385195,36.471980388859926,0.09302,0.00216,1.017,12.5,-0.6096,-0.8535,0.12850720335275687,0.9248370199542332
44201,2010-03-31,FALSE,9,21.52173913043478,55.125,38.0024154589372,Gau,20.029037423290774,38.397082346062,28.124092058695602,1.117,0.0294,0.7849,10.37,0.166,-0.4961,0.9645782743002279,0.8011146801001925
44201,2010-04-01,FALSE,9,31.208333333333332,58,46.85185185185185,Gau,29.93165994676358,47.25664035443907,38.20492066089163,-0.3585,-0.007652,0.7145,7.558,0.2825,-0.107,0.533727208921914,0.8835458015291202
44201,2010-04-02,FALSE,9,39.666666666666664,55.416666666666664,47.7962962962963,Gau,39.26267833557243,50.71367084626322,44.3506288416862,-0.01972,-4.126e-4,0.7515,6.248,-0.474,-0.6976,0.5224644406288628,0.8311044435425734
44201,2010-04-03,FALSE,9,34.333333333333336,59.208333333333336,49.54166666666667,Gau,32.7585532841494,53.02704406173034,42.72268888743543,-0.3205,-0.006469,0.5657,8.321,-0.2628,-0.5376,0.10439440839221793,0.2763442344527186
44201,2010-04-04,FALSE,9,34.916666666666664,64.08333333333333,47.342592592592595,Gau,32.88670155808444,49.98869461081934,39.31518181290763,1.154,0.02437,1.469,11.25,-0.05862,-0.7231,0.5885785341088515,0.9368289664868458
44201,2010-04-05,FALSE,9,30.708333333333332,58.416666666666664,45.06702898550724,Gau,30.386335615272174,44.56672051508645,37.24905717461575,0.3455,0.007666,0.8909,8.067,-0.01544,-0.3205,0.980776918110518,0.9652156682981426
44201,2010-04-06,FALSE,9,40.541666666666664,59.208333333333336,51.083333333333336,Gau,40.12850371030211,52.78081365761913,45.872248605215866,-0.08934,-0.001749,0.5997,5.181,0.1455,-0.185,0.5545639499695059,0.9505045217683162
44201,2010-04-07,FALSE,9,30.708333333333332,55.333333333333336,45.523148148148145,Gau,29.772983141645227,47.78608309269326,38.5409628776489,0.3311,0.007274,0.492,6.777,0.08918,-0.2773,0.4548814881548869,0.647419119018573
44201,2010-04-08,FALSE,9,22.541666666666668,59.166666666666664,40.463566827697264,Gau,20.515840520835262,46.420517782997585,32.962527413433534,0.04271,0.001056,0.7838,12.45,-0.6513,-0.79,0.9945971200070746,0.9892373059957918
44201,2010-04-09,FALSE,9,19.863636363636363,60.5,38.878367003367,Gau,17.392259748577644,45.7515511907092,29.195295158219142,0.4069,0.01047,0.9174,12.44,-0.2617,-0.5928,0.6458492236729402,0.930980135267705
44201,2010-04-10,FALSE,9,26.416666666666668,60.416666666666664,38.65277777777778,Gau,18.26777094431042,39.54769917935697,29.280128161214012,1.892,0.04894,10.51,15.36,0.1485,-0.8119,0.09237853134512652,0.9356788998188948
44201,2010-04-11,FALSE,9,25.958333333333332,62.75,41.6712962962963,Gau,23.271739043129074,49.9015065196277,34.059250406020574,0.4012,0.009628,0.9586,11.95,-0.4623,-0.6798,0.7591901525064857,0.874730172364275
44201,2010-04-12,FALSE,9,31.333333333333332,63.125,45.513888888888886,Lin,33.041666666666664,51.99908403147249,42.00828136254754,0.06545,0.001438,0.8236,10.35,-0.3877,-0.5692,0.8093727811296846,0.5434552334904321
44201,2010-04-13,FALSE,9,50.25,65.95833333333333,58.91203703703704,Lin,50.25,62.69568431119805,55.73516187734893,-0.1201,-0.002039,0.6837,5.452,-0.5326,-0.6433,0.6531183666724403,0.6397502837642071
44201,2010-04-14,FALSE,9,38.666666666666664,76.625,52.62415824915825,Gau,38.391364051409326,58.952513867967376,47.61837133798551,0.4612,0.008764,0.9702,14.03,-0.5453,-0.7468,0.2960276140967799,0.44750040628312915
44201,2010-04-15,TRUE,9,3.5134903340956267,4.291600342584183,3.8339287351424782,Gau,32.28196101395576,52.382764848053036,40.79272513980051,0.002806,7.319e-4,1.153,0.2551,-0.5914,-0.7749,0.04298040703564306,0.4317983691928452
44201,2010-04-16,FALSE,9,24,63.791666666666664,37.81237816764133,Gau,20.843836179961915,44.11687990103343,28.999566054439427,1.058,0.02798,1.363,10.45,0.3135,-0.05414,0.1383725581160851,0.10683895406404106
44201,2010-04-17,FALSE,9,17.708333333333332,61.875,32.411764705882355,Gau,15.862058115161584,37.06906254505665,23.481285736920782,2.734,0.08435,2.193,11.23,0.6516,-0.4418,0.08025315314265515,0.41408261474317937
44201,2010-04-18,FALSE,9,25.5,62.541666666666664,41.205555555555556,Gau,21.956898207282716,55.353994092393606,35.44808994583215,0.5948,0.01444,0.9181,13.02,-0.2364,-0.5311,0.5369289601470449,0.9843531691743012
44201,2010-04-19,FALSE,9,27.782608695652176,64.33333333333333,43.470209339774556,Gau,29.248668126465674,50.8364253447964,39.61656133868344,0.2297,0.005284,0.9025,12.01,-0.3305,-0.5993,0.5946126348980862,0.6720645682149184
44201,2010-04-20,FALSE,9,12.625,59.333333333333336,32.032407407407405,Gau,10.654656119352946,31.02711727323095,20.1626674499281,0.7144,0.0223,0.8239,11.42,0.1969,-0.136,0.0565085768934245,0.05892399154957901
44201,2010-04-21,TRUE,9,3.2037621870581527,3.943198622896596,3.5138486960278525,Gau,23.872904888389883,36.76659180507318,29.994256729552013,0.01321,0.00376,0.8003,0.2091,-0.1328,-0.4167,0.0492748120100066,0.5731014598966278
44201,2010-04-22,FALSE,9,24.208333333333332,63.041666666666664,40.56964573268921,Gau,22.937660723210485,37.81568515657925,30.05980200265714,0.7002,0.01726,1.589,10.35,0.2031,-0.09065,0.46329208989629006,0.5407341580546356
44201,2010-04-23,FALSE,9,34.166666666666664,56.541666666666664,46.3287037037037,Gau,33.98111788244694,48.60797047316182,39.95822019437192,0.6009,0.01297,0.5345,5.957,0.3635,-0.1348,0.7607481929422298,0.8624999087687016
44201,2010-04-24,FALSE,9,32.666666666666664,57.75,46.032407407407405,Gau,31.538311508936623,48.013337724883804,38.975558431658065,0.206,0.004474,0.6792,6.776,0.06346,-0.2782,0.6692174018281494,0.9994965622335527
44201,2010-04-25,FALSE,9,32.708333333333336,53.458333333333336,43.00925925925926,Gau,30.49726949402713,48.78689893362562,37.58256147036906,-0.3166,-0.00736,0.973,7.59,-0.3174,-0.6561,0.7607239980966516,0.6782923606457222
44201,2010-04-26,FALSE,9,32.75,56.583333333333336,44.1712962962963,Gau,30.937670873900377,47.26660985546087,38.23946886565296,-0.09021,-0.002042,0.6739,6.74,-0.3963,-0.5933,0.286209293560335,0.5396445344843445
44201,2010-04-27,FALSE,9,27.833333333333332,57.416666666666664,38.43055555555556,Gau,25.904103334111326,43.0227872860415,33.32701824548464,0.2312,0.006015,1.016,9.931,-0.5137,-0.6946,0.23707077162717996,0.5007698632503987
44201,2010-04-28,FALSE,9,31.083333333333332,61.083333333333336,47.3287037037037,Gau,30.0670507477408,50.25414598882716,40.579060152835645,0.3256,0.006879,0.5808,8.133,-0.2569,-0.4575,0.14772306523749013,0.1911798518604431
44201,2010-04-29,FALSE,9,39.608695652173914,59.958333333333336,49.68211096471966,Gau,38.36380374412319,53.03632823515762,45.180569137636375,0.01779,3.581e-4,0.7982,6.389,-0.5492,-0.7288,0.8311159165333172,0.9982856214381279
