Parameter.Code,monitor_id,POC,Date.Local,Units.of.Measure,d8hmax
44201,0310025,1,2010-05-25,Parts per million,0.047
44201,0310025,1,2010-05-26,Parts per million,0.044125
44201,0310025,1,2010-05-27,Parts per million,0.043375
44201,0310025,1,2010-05-28,Parts per million,0.051125000000000004
44201,0310025,1,2010-05-29,Parts per million,0.042249999999999996
44201,0310025,1,2010-05-30,Parts per million,0.049
44201,0310025,1,2010-05-31,Parts per million,0.05225
44201,0310025,1,2010-06-01,Parts per million,0.041
44201,0310025,1,2010-06-02,Parts per million,0.038125
44201,0310025,1,2010-06-03,Parts per million,0.023375
44201,0310025,1,2010-06-04,Parts per million,0.030875
44201,0310025,1,2010-06-05,Parts per million,0.032875
44201,0310025,1,2010-06-06,Parts per million,0.044625
44201,0310025,1,2010-06-07,Parts per million,0.060125
44201,0310025,1,2010-06-08,Parts per million,0.044
44201,0310025,1,2010-06-09,Parts per million,0.05775
44201,0310025,1,2010-06-10,Parts per million,0.0475
44201,0310025,1,2010-06-11,Parts per million,0.042625
44201,0310025,1,2010-06-12,Parts per million,0.026125
44201,0310025,1,2010-06-13,Parts per million,0.0205
44201,0310025,1,2010-06-14,Parts per million,0.037875
44201,0310025,1,2010-06-15,Parts per million,0.05675
44201,0310025,1,2010-06-16,Parts per million,0.053375
44201,0310025,1,2010-06-17,Parts per million,0.055625
44201,0310025,1,2010-06-18,Parts per million,0.043625
44201,0310025,1,2010-06-19,Parts per million,0.059
44201,0310025,1,2010-06-20,Parts per million,0.0385
44201,0310025,1,2010-06-21,Parts per million,0.035500000000000004
44201,0310025,1,2010-06-22,Parts per million,0.042374999999999996
44201,0310025,1,2010-06-23,Parts per million,0.05
44201,0310025,1,2010-06-24,Parts per million,0.0575
44201,0310025,1,2010-06-25,Parts per million,0.043
44201,0310025,1,2010-06-26,Parts per million,0.0495
44201,0310025,1,2010-06-27,Parts per million,0.060375
44201,0310025,1,2010-06-28,Parts per million,0.065125
44201,0310025,1,2010-06-29,Parts per million,0.058499999999999996
44201,0310025,1,2010-06-30,Parts per million,0.057625
44201,0310025,1,2010-07-01,Parts per million,0.057499999999999996
44201,0310025,1,2010-07-02,Parts per million,0.056499999999999995
44201,0310025,1,2010-07-03,Parts per million,0.049875
44201,0310025,1,2010-07-04,Parts per million,0.045875
44201,0310025,1,2010-07-05,Parts per million,0.054
44201,0310025,1,2010-07-06,Parts per million,0.04325
44201,0310025,1,2010-07-07,Parts per million,0.017375
44201,0310025,1,2010-07-08,Parts per million,0.032875
44201,0310025,1,2010-07-09,Parts per million,0.055
44201,0310025,1,2010-07-10,Parts per million,0.050375
44201,0310025,1,2010-07-11,Parts per million,0.055125
44201,0310025,1,2010-07-12,Parts per million,0.052625
44201,0310025,1,2010-07-13,Parts per million,0.043875
44201,0310025,1,2010-07-14,Parts per million,0.04675
44201,0310025,1,2010-07-15,Parts per million,0.055875
44201,0310025,1,2010-07-16,Parts per million,0.053
44201,0310025,1,2010-07-17,Parts per million,0.06
44201,0310025,1,2010-07-18,Parts per million,0.0545
44201,0310025,1,2010-07-19,Parts per million,0.049125
44201,0310025,1,2010-07-20,Parts per million,0.034375
44201,0310025,1,2010-07-21,Parts per million,0.050125
44201,0310025,1,2010-07-22,Parts per million,0.041624999999999995
44201,0310025,1,2010-07-23,Parts per million,0.06025
44201,0310025,1,2010-07-24,Parts per million,0.04775
44201,0310025,1,2010-07-25,Parts per million,0.045125
44201,0310025,1,2010-07-26,Parts per million,0.05775
44201,0310025,1,2010-07-27,Parts per million,0.04725
44201,0310025,1,2010-07-28,Parts per million,0.045
44201,0310025,1,2010-07-29,Parts per million,0.048875
44201,0310025,1,2010-07-30,Parts per million,0.048375
44201,0310025,1,2010-07-31,Parts per million,0.060375
44201,0310025,1,2010-08-01,Parts per million,0.052375
44201,0310025,1,2010-08-02,Parts per million,0.044625
44201,0310025,1,2010-08-03,Parts per million,0.063375
44201,0310025,1,2010-08-04,Parts per million,0.051
44201,0310025,1,2010-08-05,Parts per million,0.06375
44201,0310025,1,2010-08-06,Parts per million,0.055625
44201,0310025,1,2010-08-07,Parts per million,0.057625
44201,0310025,1,2010-08-08,Parts per million,0.052125
44201,0310025,1,2010-08-09,Parts per million,0.0425
44201,0310025,1,2010-08-10,Parts per million,0.046875
44201,0310025,1,2010-08-11,Parts per million,0.048
44201,0310025,1,2010-08-12,Parts per million,0.027125
44201,0310025,1,2010-08-13,Parts per million,0.047625
44201,0310025,1,2010-08-14,Parts per million,0.04775
44201,0310025,1,2010-08-15,Parts per million,0.0625
44201,0310025,1,2010-08-16,Parts per million,0.03325
44201,0310025,1,2010-08-17,Parts per million,0.052375
44201,0310025,1,2010-08-18,Parts per million,0.0545
44201,0310025,1,2010-08-19,Parts per million,0.0325
44201,0310025,1,2010-08-20,Parts per million,0.048625
44201,0310025,1,2010-08-21,Parts per million,0.053
44201,0310025,1,2010-08-22,Parts per million,0.047375
44201,0310025,1,2010-08-23,Parts per million,0.036875
44201,0310025,1,2010-08-24,Parts per million,0.048
44201,0310025,1,2010-08-25,Parts per million,0.057875
44201,0310025,1,2010-08-26,Parts per million,0.05625
44201,0310025,1,2010-08-27,Parts per million,0.034375
44201,0310025,1,2010-08-28,Parts per million,0.05425
44201,0310025,1,2010-08-29,Parts per million,0.04375
44201,0310025,1,2010-08-30,Parts per million,0.046
44201,0310025,1,2010-08-31,Parts per million,0.042624999999999996
44201,0310025,1,2010-09-01,Parts per million,0.05375
44201,0310025,1,2010-09-02,Parts per million,0.04
44201,0310025,1,2010-09-03,Parts per million,0.04825
44201,0310025,1,2010-09-04,Parts per million,0.038125
44201,0310025,1,2010-09-05,Parts per million,0.049
44201,0310025,1,2010-09-06,Parts per million,0.046
44201,0310025,1,2010-09-07,Parts per million,0.04575
44201,0310025,1,2010-09-08,Parts per million,0.034375
44201,0310025,1,2010-09-09,Parts per million,0.04
44201,0310025,1,2010-09-10,Parts per million,0.0445
44201,0310025,1,2010-09-11,Parts per million,0.05675
44201,0310025,1,2010-09-12,Parts per million,0.052
44201,0310025,1,2010-09-13,Parts per million,0.045375
44201,0310025,1,2010-09-14,Parts per million,0.044
44201,0310025,1,2010-09-15,Parts per million,0.042749999999999996
44201,0310025,1,2010-09-16,Parts per million,0.044375
44201,0310025,1,2010-09-17,Parts per million,0.035625
44201,0310025,1,2010-09-18,Parts per million,0.025625000000000002
44201,0310025,1,2010-09-19,Parts per million,0.04225
44201,0310025,1,2010-09-20,Parts per million,0.0365
44201,0310025,1,2010-09-21,Parts per million,0.035625000000000004
44201,0310025,1,2010-09-22,Parts per million,0.020375
44201,0310025,1,2010-09-23,Parts per million,0.04125
44201,0310025,1,2010-09-24,Parts per million,0.0445
44201,0310025,1,2010-09-25,Parts per million,0.045
44201,0310025,1,2010-09-26,Parts per million,0.052375
44201,0310025,1,2010-09-27,Parts per million,0.038875
44201,0310025,1,2010-09-28,Parts per million,0.029875
44201,0310025,1,2010-09-29,Parts per million,0.03075
44201,0310025,1,2010-09-30,Parts per million,0.035375000000000004
44201,0310025,1,2010-10-01,Parts per million,0.0455
44201,0310025,1,2010-10-02,Parts per million,0.037375
44201,0310025,1,2010-10-03,Parts per million,0.044375
44201,0310025,1,2010-10-04,Parts per million,0.0395
44201,0310025,1,2010-10-05,Parts per million,0.0355
44201,0310025,1,2010-10-06,Parts per million,0.035375
44201,0310025,1,2010-10-07,Parts per million,0.039875
44201,0310025,1,2010-10-08,Parts per million,0.040625
44201,0310025,1,2010-10-09,Parts per million,0.047875
44201,0310025,1,2010-10-10,Parts per million,0.032625
44201,0310025,1,2010-10-11,Parts per million,0.032625
44201,0310025,1,2010-10-12,Parts per million,0.032625
44201,0310025,1,2010-10-13,Parts per million,0.03
44201,0310025,1,2010-10-14,Parts per million,0.0305
44201,0310025,1,2010-10-15,Parts per million,0.025750000000000002
44201,0310025,1,2010-10-16,Parts per million,0.030875
44201,0310025,1,2010-10-17,Parts per million,0.0415
44201,0310025,1,2010-10-18,Parts per million,0.02875
44201,0310025,1,2010-10-19,Parts per million,0.0295
44201,0310025,1,2010-10-20,Parts per million,0.031125
44201,0310025,1,2010-10-21,Parts per million,0.0305
44201,0310025,1,2010-10-22,Parts per million,0.02775
44201,0310025,1,2010-10-23,Parts per million,0.034375
44201,0310025,1,2010-10-24,Parts per million,0.035750000000000004
44201,0310025,1,2010-10-25,Parts per million,0.039375
44201,0310025,1,2010-10-26,Parts per million,0.038125
44201,0310025,1,2010-10-27,Parts per million,0.035
44201,0310025,1,2010-10-28,Parts per million,0.017750000000000002
44201,0310025,1,2010-10-29,Parts per million,0.02225
44201,0310025,1,2010-10-30,Parts per million,0.038875
44201,0310025,1,2010-10-31,Parts per million,0.036375000000000005
44201,0310025,1,2010-11-01,Parts per million,0.027625
44201,0310025,1,2010-11-02,Parts per million,0.021625
44201,0310025,1,2010-11-03,Parts per million,0.019625
44201,0310025,1,2010-11-04,Parts per million,0.02175
44201,0310025,1,2010-11-05,Parts per million,0.02325
44201,0310025,1,2010-11-06,Parts per million,0.024625
44201,0310025,1,2010-11-07,Parts per million,0.036875
44201,0310025,1,2010-11-08,Parts per million,0.020875
44201,0310025,1,2010-11-09,Parts per million,0.017875000000000002
44201,0310025,1,2010-11-10,Parts per million,0.017125
44201,0310025,1,2010-11-11,Parts per million,0.01425
44201,0310025,1,2010-11-12,Parts per million,0.02625
44201,0310025,1,2010-11-13,Parts per million,0.0285
44201,0310025,1,2010-11-14,Parts per million,0.021625
44201,0310025,1,2010-11-15,Parts per million,0.013125
44201,0310025,1,2010-11-16,Parts per million,0.03175
44201,0310025,1,2010-11-17,Parts per million,0.015
44201,0310025,1,2010-11-18,Parts per million,0.01875
44201,0310025,1,2010-11-19,Parts per million,0.00175
44201,0310025,1,2010-11-20,Parts per million,0.005
44201,0310025,1,2010-11-21,Parts per million,0.010875
44201,0310025,1,2010-11-22,Parts per million,0.03575
44201,0310025,1,2010-11-23,Parts per million,0.033125
44201,0310025,1,2010-11-24,Parts per million,0.021374999999999998
44201,0310025,1,2010-11-25,Parts per million,0.035875
44201,0310025,1,2010-11-26,Parts per million,0.0275
44201,0310025,1,2010-11-27,Parts per million,0.0195
44201,0310025,1,2010-11-28,Parts per million,0.02625
44201,0310025,1,2010-11-29,Parts per million,0.02075
44201,0310025,1,2010-11-30,Parts per million,0.027375
44201,0310025,1,2010-12-01,Parts per million,0.013625
44201,0310025,1,2010-12-02,Parts per million,0.007375
44201,0310025,1,2010-12-03,Parts per million,0.0305
44201,0310025,1,2010-12-04,Parts per million,0.026875
44201,0310025,1,2010-12-05,Parts per million,0.0085
44201,0310025,1,2010-12-06,Parts per million,0.0035
44201,0310025,1,2010-12-07,Parts per million,0.0115
44201,0310025,1,2010-12-08,Parts per million,0.008875
44201,0310025,1,2010-12-09,Parts per million,0.0245
44201,0310025,1,2010-12-10,Parts per million,0.03775
44201,0310025,1,2010-12-11,Parts per million,0.02875
44201,0310025,1,2010-12-12,Parts per million,0.025
44201,0310025,1,2010-12-13,Parts per million,0.010875
44201,0310025,1,2010-12-14,Parts per million,NA
